						Vibrava
						Vipitis
						Viscargot
						Vivillon
						Volbeat
						Voltenso
						Voluminas
						Waaty
						Wailord
						Walraisa
						Welsar
						Wielie
						Wiesenior
						Woingenau
						Zapplalek
						Zebritz
						Zirpeise
						Zwirrfinst
						Zwirrklop
						Zwottronin
