				Voltriant		Thanathora		Kubuin
				Washakwil		Togedemaru		Lamellux
				Wolwerock-Zwielicht		Togetic		Lapras
				Wie-Shu		Tohaido		Legios
				Zarude		Toxiquak		Lepumentas
				Zoroark		Vesprit		Lunastein
				Zygarde-10%		Viridium		Lusardin
				Zwirrklop		Voltula		Luxtra
						Wolwerock-Nacht		Magmar
						Wolwerock-Tagform		Mampfaxo
						Zobiris		Mantidea
						Zwirrfinst		Maracamba
								Maritellit
								Maschock
								Mauzinger
								Megalon
								Metang
								Mitodos
								Mogelbaum
								Montecarbo
								Morbitesse
								Morpeko
								Mottineva
								Ninjask
								Ninjatom
								Nockchan
								Noctuh
								Octillery
								Oghnatoll
								Ohrdoch
								Pampuli
								Pantifrost
								Pantimos
								Pelzebub
								Pikachu
								Pinsir
								Porenta
								Pottrott
								Psiaugon (weiblich)
								Quappo
								Regice
								Relicanth
								Riolu
								Rocara
								Rokkaiman
								Rollum
								Roselia
								Rossana
								Rotom-Fan
								Rotom-Frost
								Sandamer
								Schlapfel
								Schlapor
								Schlaraffel
								Schlurplek
								Sharfax
								Siberio
								Skallyk
								Skuntank
								Smettbo
								Snobilikat
								Somnivora
								Sonnfel
								Stolloss
								Strepoli
								Tengulist
								Tortunator
								Trombork
								Urgl
								Vibrava
								Viscargot
								Voltenso
								Wailord
								Walraisa
								Welsar
								Wielie
								Woingenau
								Wummer
								Xatu
								Zwollock
