				Voltula		Viridium		Gladiantri
				Vulnona		Wolwerock-Zwielicht		Glaziola
				Washakwil		Xatu		Glurak
				Wie-Shu		Zapplarang		Golgantes
				Yanmega				Golking
				Zoroark				Grillchita
				Zygarde-10%				Groink
								Hippopotas
								Honweisel
								Hundemon
								Hypno
								Ibitak
								Igastarnish
								Illumise
								Jiutesto
								Jugong
								Jungglut
								Kabutops
								Kadabra
								Kangama
								Kappalores
								Karippas
								Kastadur
								Kecleon
								Kingler
								Kinoso
								Kleoparda
								Klikdiklak
								Kliklak
								Knarksel
								Knogga
								Knuddeluff
								Koalelu
								Kokowei
								Kommandutan
								Kramurx
								Krawell
								Kronjuwild
								Kukmarda
								Lamellux
								Lapras
								Ledian
								Lektrobal
								Lepumentas
								Letarking
								Lumineon
								Lunastein
								Lusardin
								Luxtra
								Magbrant
								Magcargo
								Magmar
								Magnayen
								Mampfaxo
								Manguspektor
								Mantidea
								Maracamba
								Marill
								Maschock
								Maskeregen
								Matrifol
								Megalon
								Meganie
								Metang
								Minun 
								Mitodos
								Mogelbaum
								Morbitesse
								Moterpel
								Muntier
								Ninjask
								Ninjatom
								Nockchan
								Noctuh
								Noktuska
								Octillery
								Ohrdoch
								Pachirisu
								Palimpalim
								Pampross
								Pandir
								Panpyro
								Pantimos
								Papinella
								Papungha
								Parasek
								Phione
								Piepi
								Pikachu
								Pinsir
								Plaudagei
								Pliprin
								Plusle
								Porygon
								Psiaugon
								Pudox
								Pyroleo
								Quappo
								Raichu
								Rameidon
								Rasaff
								Rattikarl
								Regice
								Regigigas
								Relicanth
								Rexblisar
								Rizeros
								Rocara
								Rokkaiman
								Rollum
								Roselia
								Rossana
								Rotom
								Rotom-Fan
								Rotom-Frost
								Saganabyss
								Sandamer
								Sarzenia
								Schillok
								Schlapor
								Schlukwech
								Schlurplek
								Seemon
								Sengo
								Shnurgarst
								Siberio
								Sichlor
								Skallyk
								Sleimok
								Smettbo
								Snobilikat
								Sodachita
								Somnivora
								Sonnfel
								Sonnflora
								Stolloss
								Strepoli
								Swaroness
								Tauboss
								Tengulist
								Togedemaru
								Togetic
								Tornupto
								Tortunator
								Toxiped
								Traunfugil
								Trombork
								Tropius
								Tukanon
								Tyracroc
								Ursaring
								Vegichita
								Venuflibis
								Vibrava
								Vipitis
								Viscargot
								Vivillon
								Volbeat
								Voltenso
								Voluminas
								Wailord
								Walraisa
								Welsar
								Wielie
								Wiesenior
								Wolwerock-Tag/Nacht
								Wummer
								Yanma
								Zebritz
								Zirpeise
								Zobiris
								Zwirrfinst
								Zwirrklop

